0,0,0.3
0,0,0.31098
0,0,0.32196
0,0,0.33294
0,0,0.34392
0,0,0.3549
0,0,0.36588
0,0,0.37686
0,0,0.38784
0,0,0.39882
0,0,0.4098
0,0,0.42078
0,0,0.43176
0,0,0.44275
0,0,0.45373
0,0,0.46471
0,0,0.47569
0,0,0.48667
0,0,0.49765
0,0,0.50863
0,0,0.51961
0,0,0.53059
0,0,0.54157
0,0,0.55255
0,0,0.56353
0,0,0.57451
0,0,0.58549
0,0,0.59647
0,0,0.60745
0,0,0.61843
0,0,0.62941
0,0,0.64039
0,0,0.65137
0,0,0.66235
0,0,0.67333
0,0,0.68431
0,0,0.69529
0,0,0.70627
0,0,0.71725
0,0,0.72824
0,0,0.73922
0,0,0.7502
0,0,0.76118
0,0,0.77216
0,0,0.78314
0,0,0.79412
0,0,0.8051
0,0,0.81608
0,0,0.82706
0,0,0.83804
0,0,0.84902
0,0,0.86
0,0,0.87098
0,0,0.88196
0,0,0.89294
0,0,0.90392
0,0,0.9149
0,0,0.92588
0,0,0.93686
0,0,0.94784
0,0,0.95882
0,0,0.9698
0,0,0.98078
0,0,0.99176
0.0039216,0.0039216,1
0.019608,0.019608,1
0.035294,0.035294,1
0.05098,0.05098,1
0.066667,0.066667,1
0.082353,0.082353,1
0.098039,0.098039,1
0.11373,0.11373,1
0.12941,0.12941,1
0.1451,0.1451,1
0.16078,0.16078,1
0.17647,0.17647,1
0.19216,0.19216,1
0.20784,0.20784,1
0.22353,0.22353,1
0.23922,0.23922,1
0.2549,0.2549,1
0.27059,0.27059,1
0.28627,0.28627,1
0.30196,0.30196,1
0.31765,0.31765,1
0.33333,0.33333,1
0.34902,0.34902,1
0.36471,0.36471,1
0.38039,0.38039,1
0.39608,0.39608,1
0.41176,0.41176,1
0.42745,0.42745,1
0.44314,0.44314,1
0.45882,0.45882,1
0.47451,0.47451,1
0.4902,0.4902,1
0.50588,0.50588,1
0.52157,0.52157,1
0.53725,0.53725,1
0.55294,0.55294,1
0.56863,0.56863,1
0.58431,0.58431,1
0.6,0.6,1
0.61569,0.61569,1
0.63137,0.63137,1
0.64706,0.64706,1
0.66275,0.66275,1
0.67843,0.67843,1
0.69412,0.69412,1
0.7098,0.7098,1
0.72549,0.72549,1
0.74118,0.74118,1
0.75686,0.75686,1
0.77255,0.77255,1
0.78824,0.78824,1
0.80392,0.80392,1
0.81961,0.81961,1
0.83529,0.83529,1
0.85098,0.85098,1
0.86667,0.86667,1
0.88235,0.88235,1
0.89804,0.89804,1
0.91373,0.91373,1
0.92941,0.92941,1
0.9451,0.9451,1
0.96078,0.96078,1
0.97647,0.97647,1
0.99216,0.99216,1
1,0.99216,0.99216
1,0.97647,0.97647
1,0.96078,0.96078
1,0.9451,0.9451
1,0.92941,0.92941
1,0.91373,0.91373
1,0.89804,0.89804
1,0.88235,0.88235
1,0.86667,0.86667
1,0.85098,0.85098
1,0.83529,0.83529
1,0.81961,0.81961
1,0.80392,0.80392
1,0.78824,0.78824
1,0.77255,0.77255
1,0.75686,0.75686
1,0.74118,0.74118
1,0.72549,0.72549
1,0.7098,0.7098
1,0.69412,0.69412
1,0.67843,0.67843
1,0.66275,0.66275
1,0.64706,0.64706
1,0.63137,0.63137
1,0.61569,0.61569
1,0.6,0.6
1,0.58431,0.58431
1,0.56863,0.56863
1,0.55294,0.55294
1,0.53725,0.53725
1,0.52157,0.52157
1,0.50588,0.50588
1,0.4902,0.4902
1,0.47451,0.47451
1,0.45882,0.45882
1,0.44314,0.44314
1,0.42745,0.42745
1,0.41176,0.41176
1,0.39608,0.39608
1,0.38039,0.38039
1,0.36471,0.36471
1,0.34902,0.34902
1,0.33333,0.33333
1,0.31765,0.31765
1,0.30196,0.30196
1,0.28627,0.28627
1,0.27059,0.27059
1,0.2549,0.2549
1,0.23922,0.23922
1,0.22353,0.22353
1,0.20784,0.20784
1,0.19216,0.19216
1,0.17647,0.17647
1,0.16078,0.16078
1,0.1451,0.1451
1,0.12941,0.12941
1,0.11373,0.11373
1,0.098039,0.098039
1,0.082353,0.082353
1,0.066667,0.066667
1,0.05098,0.05098
1,0.035294,0.035294
1,0.019608,0.019608
1,0.0039216,0.0039216
0.99412,0,0
0.98627,0,0
0.97843,0,0
0.97059,0,0
0.96275,0,0
0.9549,0,0
0.94706,0,0
0.93922,0,0
0.93137,0,0
0.92353,0,0
0.91569,0,0
0.90784,0,0
0.9,0,0
0.89216,0,0
0.88431,0,0
0.87647,0,0
0.86863,0,0
0.86078,0,0
0.85294,0,0
0.8451,0,0
0.83725,0,0
0.82941,0,0
0.82157,0,0
0.81373,0,0
0.80588,0,0
0.79804,0,0
0.7902,0,0
0.78235,0,0
0.77451,0,0
0.76667,0,0
0.75882,0,0
0.75098,0,0
0.74314,0,0
0.73529,0,0
0.72745,0,0
0.71961,0,0
0.71176,0,0
0.70392,0,0
0.69608,0,0
0.68824,0,0
0.68039,0,0
0.67255,0,0
0.66471,0,0
0.65686,0,0
0.64902,0,0
0.64118,0,0
0.63333,0,0
0.62549,0,0
0.61765,0,0
0.6098,0,0
0.60196,0,0
0.59412,0,0
0.58627,0,0
0.57843,0,0
0.57059,0,0
0.56275,0,0
0.5549,0,0
0.54706,0,0
0.53922,0,0
0.53137,0,0
0.52353,0,0
0.51569,0,0
0.50784,0,0
0.5,0,0
